tag_id,tag_name,tag_description
2461,Changeable Font,It is possible to change the font for the displayed text in the game settings.
2466,Unlockable Gallery,"The gallery button is initially not presented in the menu, however it can be unlocked by reaching a certain point of the visual novel (e.g. finishing a route, getting 100% completion, reaching the first erotic scene, etc.)."
2467,Free Camera,"This game allows you to move your angle or point of vision. You can pan, sometimes zoom or tilt, to achieve an viewing point you like.\n\nMost 3D games with 3D models are capable of this function but pseudo 3D-like 2D games can also achieve similar result."
2468,Adult Breast Feeding,This VN contains scenes involving [url=https://en.wikipedia.org/wiki/Erotic_lactation]erotic lactation[/url]. \nErotic lactation also called adult breast feeding is sexual arousal by breastfeeding on a female's breast.\n\nBreast feeding is the act of sucking on the breast directly and does not require any milk to be visible or present. In hentai many times the fetish work around the fact of being treated as a child sucking on mother's breast. This tag must be used only in case of fetish and sexual breast feeding and not just normal child mother breast feeding.\n\n[url=https://s.vndb.org/sf/51/95951.jpg]NSFW Example[/url]
2469,Divorcee Protagonist,The protagonist has [url=https://en.wikipedia.org/wiki/Divorce]divorced[/url] from a previous marriage.
2470,Japanese Idols,"The [url=https://en.wikipedia.org/wiki/Japanese_idol]Japanese idol[/url] setting plays an important theme in the game.\n\nA Japanese idol is a pop culture entertainment occupation where starlets are marketed as someone to be admired, often for their cuteness appearance. Idol often work as role models. They participate entertainment activities such as marketing, voice overs, musical concerts, and tours. Idols can also come together to form ""Idol Groups.""\n\nMultiple idols are often involved in this setting. But not always as long the game's theme revolves around idolism."
2471,Futanari on Female,Sex between a futanari and a woman (who isn't futanari) with the woman on the receiving end.
2473,Baker Hero,"One of the games heroes of this game is a [url=https://en.wikipedia.org/wiki/Baker]baker[/url].\n\nA baker is someone who makes, bakes and sells breads, rolls, biscuits or cookies, and/or crackers using an oven or other concentrated heat source. Cakes and similar foods may also be produced, as the traditional boundaries between what is produced by a baker as opposed to a pastry chef, have blurred in recent decades."
2474,Cheat Codes,"This game has built in [url=https://en.wikipedia.org/wiki/Cheating_in_video_games#Cheat_codes]cheat codes[/url].\n\nUnlike other cheating methods, cheat codes are implemented by the game developers themselves, often as a tool to playtest certain aspects of the game without difficulty."
2475,Gundam,This visual novel is set in the same universe as any of the [url=https://en.wikipedia.org/wiki/Gundam]Gundam[/url] series or features characters from the franchise.
2476,Manual Prostate Stimulation,"A man getting his prostate stimulated. Isn't the same as pegging, this would be through manual stimulation using fingers or a toy, whether by the same party or another party."
2477,Japanophile Heroine,A non-Japanese heroine that is obsessed with Japan in general and/or Japanese culture in particular.
2478,Queen Protagonist,"The protagonist of this game is a queen.\n\nA queen regnant is a female monarch of equivalent power to a male king.\n\nA queen consort is the wife of a reigning king without equal power.\n\nA queen dowager is a former queen consort whose husband has died\n\nAnd a queen mother is either a queen dowager, or a queen regnant who has abdicated, whose son or daughter has become the monarch."
2479,Transformation Sequence(s),"This game contains transformation sequence(s). Scenes where a character transforms, either in style or as a general presentation.\n\nExamples include a male character transforming into a superhero, or a female character transforming into a [url=https://en.wikipedia.org/wiki/Magical_girl]magical girl[/url]."
2480,Sprite Filter,This game comes with an option to change character sprites. Gameplay and story are not affected by the change.
2483,Mother/Son Romance,This visual novel contains romance between mother and son.
2484,Body Food,This game contains sexual scenes involving [url=https://en.wikipedia.org/wiki/Nyotaimori]body food[/url].\n\nBody food is the practice of serving food from the naked body of a person. Nyotaimori is a specific kind of body food involving sushi and sashimi and commonly practiced in Japan.\n\n[url=https://s.vndb.org/sf/39/97139.jpg]NSFW Example[/url]\n[url=https://s.vndb.org/sf/42/97142.jpg]NSFW Example 2[/url]
2485,Rape Victim Hero,"A hero of this game is a victim of a rape and the story involves the drama and psychological problems he has afterwards.\n\nDo not use for games that has rape scenes quickly followed by a game over, or games that don't consider this as an element of drama."
2486,Heroine Skin Color Selection,At the beginning of this game the player has to choose which heroine skin color to show through out the game (usually pale skin or tanned). \n\nThis tag can also be used for games that gives the option to toggle heroine skin color in game.
2490,Operating System Simulation,"This game relies on the use of a simulated OS which imitates reality, such as a DOS computer or an Android phone, as one of the main ways to progress the narrative of the story."
2491,Unnamed Heroine,"A heroine in this game is never referred by her name. Titles such as 'Young Lady' 'Sensei' or 'Onee-chan' are used by the characters when they are talking to or about this character. When required, the game displays this character's name as 'girl' or something similar.\n\nThis should not be mixed with nameable heroine, since this heroine's name cannot be changed."
2492,Unnamed Hero,"A hero in this game is never referred by his name. Titles such as 'Young Man' 'Sensei' or 'Onii-san' are used by the characters when they are talking to or about this character. When required, the game displays this character's name as 'boy' or something similar.\n\nThis should not be mixed with nameable hero, since this hero's name cannot be changed."
2493,Fairy Support Character,A fairy character in this game has a supporting role.
2494,Nipple Piercing,"This visual novel features at least one character with a nipple piercing.\n\nA [url=https://en.wikipedia.org/wiki/Nipple_piercing]nipple piercing[/url] is a body piercing, centered usually at the base of the nipple."
2496,Heroine with Anal Hair,One or more female characters in this game have hair around their anus.\n\nAnal hair in hentai characters is the extremization of an hairy character where hair usually grows just around the vagina. A character with anal hair is considered a carelessness and messy character usually found in niche fetish VN involving [url=https://en.wikipedia.org/wiki/Pubic_hair_fetishism]pubic hair fetishisim[/url].\n\n[url=https://s.vndb.org/sf/35/97835.jpg]NSFW Example 1[/url]\n[url=https://s.vndb.org/sf/33/97833.jpg]NSFW Example 2[/url] \n[url=https://s.vndb.org/sf/34/97834.jpg]NSFW Example Close Up[/url]
2497,Grotesque Nipples,This game contains erotic scenes featuring grotesque nipples modification.\n\nThere are three common kind of grotesque nipples modification in hentai: \n - Dicknipples: dicks growing on nipples.\n - Enlarged/Stretched Nipples: nipples are enlarged/streched to an abnormal size.\n - Holed Nipples: tits have a big hole where nipples should be and those holes are commonly used for penetration.\n\n[url=https://s.vndb.org/sf/92/89292.jpg]NSFW Dicknipples[/url]\n[url=https://s.vndb.org/sf/48/2648.jpg]NSFW Streched Nipples[/url]\n[url=https://s.vndb.org/sf/43/97843.jpg]NSFW Holed Nipples[/url]
2500,Low Amount of Rape,"This visual novel features at least one rape scene, however the number of rape scenes are low in comparison to the number of other sex scenes.\n\nFor example if a game has one particular bad ending where a heroine gets raped, but other than that the sexual content is consensual, then apply this tag."
2502,Monster Support Character,"At least one of a monster-type character has a role as a supporting character.\n\nWhether they're intelligent non-humanoid beings (ex: Goblins, Orcs, or Lizardmen) or just plain creatures, monster characters who have a prominent role in the game can fall into this category.\n\n(NOTE: g988 and g1640 do not qualify as ""prominent"" role.)"
2504,Pain Only Rape,"A visual novel with this tag contains one or more rape scenes in which the victim doesn't experience any pleasure whatsoever from the act.\n\nFrom start to finish, the act remains totally against the victim's will and only brings them suffering- psychologically and/or physically.\n\n\nThis is in stark contrast to the unrealistic portrayal of rape in most titles on this database where pleasure is a given, no matter how much the characters are tortured."
2505,Hero with Facial Hair,"This game features one or more heroes with [url=https://en.wikipedia.org/wiki/Facial_hair]facial hair[/url].\n\nFacial hair is a secondary sex characteristic of human males, referring to the growth of hair on or around the chin, jowls and upper lip."
2507,Rape by Possession,"A person is forced to rape others by a possessed entity controlling them on the inside. Possessed entities include demons, ghosts, and spirits.\n\nThe character who is possessed may or may not have consented the sex act but in both situations the possessing entity is the one performing the sexual act through the possessed victim. The possessor may even provide additional means in the rape including enhancement or bodily morph."
2508,The Seven School Mysteries,"[url=http://tvtropes.org/pmwiki/pmwiki.php/Main/TheSevenMysteries]The seven school mysteries[/url] play an important role in this game.\n\nThe seven school mysteries are seven mysterious legends or ghost stories associated with a particular school. They typically appear in a Japanese school setting and vary from school to school. Some of the most common and well known mysteries include [url=https://en.wikipedia.org/wiki/Hanako-san]Hanako of the toilet[/url], [url=https://en.wikipedia.org/wiki/Aka_Manto]Aka Manto (Red Paper, Blue Paper)[/url], [url=https://en.wikipedia.org/wiki/Teke_Teke]Teke Teke[/url], the staircase with more steps coming down than going up or the number of steps changing at night (The 13th step), the living anatomical model or [url=https://en.wikipedia.org/wiki/Japanese_friendship_dolls#American_Blue-eyed_dolls]Blue-eyed[/url] [url=http://www.bill-gordon.net/dolls/american/index.htm]Doll[/url], the haunted music room (the piano that plays by itself, the shining eye on the portrait of Beethoven), the ball bouncing in an empty gymnasium, the pool haunted by the spirit of the drowned student, the statue of [url=https://en.wikipedia.org/wiki/Ninomiya_Sontoku]Ninomiya Kinjirō[/url] running laps around the schoolyard in the dead of night and the existence of the hidden 8th mystery. It is said that if someone learns all seven mysteries something wondrous or ominous will happen to them.\n\nNOTE: A visual novel with this tag doesn't have to contain all seven mysteries."
2510,Ghost Support Character,"This visual novel features one or more [url=https://en.wikipedia.org/wiki/Ghost]ghost[/url] support characters.\n\nIn traditional belief, a ghost is the soul or spirit of a deceased person or animal that can appear, in visible form or other manifestation, to the living. Descriptions of the apparition of ghosts vary widely: The mode of manifestation can range from an invisible presence to translucent or wispy shapes, to realistic, life-like visions."
2511,European Heroine,One or more heroines in this game are European.
2512,Chosen Choices Marking,The game system marks previously chosen choices in a different colour for easier recognition.
2513,Pragmatic Heroine,"The heroine of this visual novel is by nature calculating, ruthless, and capable of doing what is necessary to achieve his goals. Even if her motivation is passion, her course of action will come from careful consideration of a situation.\n\nThis does not mean that she is inherently evil and should not be mixed with the [url=https://vndb.org/g1097]Villainous Heroine[/url] tag."
2516,Casting Couch,"A visual novel with this tag features at least one ""[URL=https://en.wikipedia.org/wiki/Casting_couch]casting couch[/URL]"" scene. There are sex scenes featuring a trade-off of sexual favours in return for a promotion, a new job, a character to not lose their current job, etc.\n\nCommon scenarios include:\n1. Having sex with a boss for a career promotion.\n2. Having sex with a client/business partner to smoothen the business deal.\n3. Having sex to save the family business.\n\n""[URL=https://ja.wikipedia.org/wiki/%E6%9E%95%E5%96%B6%E6%A5%AD]Makura Eigyou[/url]"" is a similar term used in Japan."
2517,Glory Hole Sex,"This game features sexual scenes involving ""[url=https://en.wikipedia.org/wiki/Glory_hole_(sexual_slang)]glory hole[/url]"" sex.\n\nA ""glory hole"" is a hole in a wall, or other partitions, public lavatory stalls or adult video arcade booths, for people to engage in sexual activity or observe the person in the next cubicle while one or both parties masturbate. In addition to the penis, fingers, clitoris, breast, or the tongue may be inserted into the hole.\n\nDo not confuse this with [url=https://vndb.org/g2187]stuck-in-wall sex[/url], where the person is usually stuck in a hole but the sexual act if performed freely from one or both side, or with [url=https://vndb.org/g2383]wormhole sex[/url] where sexual act is performed through a portal.\n(Side note: technically speaking a dimensional glory hole could exist, in that case both traits could apply! :P)\n\n[url=https://s.vndb.org/sf/21/98921.jpg]NSFW Glory Hole Sex[/url]\n[url=https://s.vndb.org/sf/23/98923.jpg]NSFW Glory Hole Blowjob[/url]"
2519,Repurposed Art,"Much or all of the art in this game was taken from other sources, either with or without permission. \n\nThe art in question must be prominent. Brief usage of public domain art or photography such as Matthew Perry's sprite in v5240 is not to be considered. Neither is the occasional traced background."
2520,Group Sex with Clones,"This game contains a grouped sex of only two people, with one of the party having identical copies of themselves, or both parties at the same time. Cloning can be done be done through scientific cloning or by magical means (ex: Ninja technique).\n\nIt doesn't matter which of the two parties is cloned in this group sex activity. The tag applies if at least one of the two partners have identical copies of themselves and both parties and the clones engage in sex with each other.\n\nMale examples:\n[url=https://s.vndb.org/sf/04/99004.jpg]NFSW Example 1[/url]\n[url=https://s.vndb.org/sf/05/99005.jpg]NFSW Example 2[/url] (notice the hair colors, both head and public)\n\nFemale examples:\n[url=https://s.vndb.org/sf/06/99006.jpg]NFSW Example 1[/url] - Science?\n[url=https://s.vndb.org/sf/07/99007.jpg]NFSW Example 2[/url] - Ninja\n[url=https://s.vndb.org/sf/08/99008.jpg]NFSW Example 3[/url] - Magic"
2523,Figure Skater Heroine,"A heroine in this game is a [url=https://en.wikipedia.org/wiki/Figure_skating]figure skater[/url]; or an ice skater.\n\nFigure skating is a sport and activity in which individuals, duos, or groups perform on figure skates on ice. The sport comprises of a person or two wearing ice skates and performing on an ice rink. Associated often with winter Olympic games, official activities of figure skating consists of single or pair skating and ice dancing."
2525,Korean Hero,A visual novel with this tag contains at least one [URL=https://en.wikipedia.org/wiki/Korea]Korean[/URL] hero.
2527,Multiple Common Routes,"This visual novel has more than one ""common route"". Usually, this is presented in the following ways:\n\n1) The player selects which common route they would like to enter right at the beginning of the game.\n2) The player may end up in one out of multiple common routes depending on choices made.\n3) The game may have multiple protagonists, and each one has their own common route.\n\nNormally, the individual character routes you can enter in these games will depend on the common route you have chosen/ended up in."
2528,Airhead Hero,"One of the heroes is an airhead.\n\nAirheads lack common sense, but have a happy and friendly attitude."
2529,Pretending Protagonist,"Protagonist of this game is pretending his/her personality.\n\nFor example, the protagonist may be seeming to be a well-mannered man (always polite and calm, offering help), but this is just a facade which hides his true personality - one much more forceful and prone to be rude.\n\nNote that this doesn't necessarily make the protagonist evil or a traitor. Do not use this tag for disguising characters like spies, assassins etc."
2530,Colposcopy Camera (Sexual),"This story features the uses of [url=https://en.wikipedia.org/wiki/Colposcopy]colposcopy[/url] camera for sexual purpose.\n\nColposcopy is an orifice investigatation (usually anus or vagina) achieved with a colposcopy camera. Usually, but it's not required for tag to apply, the video of internal utherine walls and cervix is projected on screen in a nearby computer or laptop to enhance sexual desire or shame of the participants.\n\nDo not use this trait for a normal medical investigation.\n\n[url=https://s.vndb.org/sf/21/99821.jpg]NSFW Example 1[/url], [url=https://s.vndb.org/sf/20/99820.jpg]NSFW Example 2[/url]"
2532,Body Fluid Tube,"There are scenes during this VN that involve the use of body fluid tubes.\nA body fluid tube is a cylindrical pipe inserted into the mouth, anus or vagina used to feed, exchange or transport fluids, feces or other bodily substances.\n\nThree common scenarios occur while using body fluid tubes:\n- Exchange of feces leading to [url=https://vndb.org/i1169]scat[/url]\n- Tube is connected to mouth leading to [url=https://vndb.org/g2157]coprophagia[/url]\n- Insertion of fluid into anus leading to [url=https://vndb.org/i1168]enema[/url]\n\nDo NOT use this trait for some random tubes, but only for tubes that lead to enema, scat, or coprophagia and apply those traits in conjuction with this accordingly to the case.\n\n[url=https://s.vndb.org/sf/84/99884.jpg]NSFW Body Fluid Tubes[/url]\n[url=https://s.vndb.org/sf/83/99883.jpg]NSFW Tubes and Enema[/url]\n[url=https://s.vndb.org/sf/80/99880.jpg]NSFW Tube and Mutual Scat[/url]\n[url=https://s.vndb.org/sf/79/99879.jpg]NSFW Tubes and Mutual Scat and Coprophagia[/url]\n[url=https://s.vndb.org/sf/82/99882.jpg]NSFW Tubes and Mutual Scat and Coprophagia 2[/url]"
2534,Heroine with a Sundress,"This game contains a heroine archetype wearing a [url=https://vndb.org/i1582]sundress[/url] as their main attire. Often, the sundresses are colored white and sometimes accompanied wearing a [url=https://vndb.org/i1609]sun hat[/url]."
2537,Public Cum Dumpster,"This VN contains sexual scenes involving girls subject to a form of sexual slavery called informally ""public use"" or ""public cum dumpster"".\n\n""Public Use"" or ""Public Cum Dumpster"" is a common term used in hentai to identify a particular kind of sexual slavery (Choukyou or Non-Consensual) where a girl is left to be sexually used by every stranger. Usually the ""public use"" of a girl happens in VN after a sexual slavery journey that ends in the lost of interest or final punish by the master.\n\nKey factors of ""public use"" tag are:\n- Extremization of the concept where a girl is considered an unwilling object to be used sexually by everyone, pratically sexual slavery at his fullest\n- The girl is not a sexual slave of a small circle of people (protagonist, anti-hero, heroine's friends) but she is left to be fucked by everyone in particular strangers (whole city, all students in school, ecc...) \n- The girl is left restrained, stuck in pillory, enchained or stuck in cages or wall in public places (toilet, market, square, ecc...)\n\nNote: Use this tag in conjunction with the relevant and correct sexual slavery tag. Do not confuse this tag with [url=https://vndb.org/g735]Sex in Public Places[/url] which does not imply sexual slavery. \n\n[url=https://s.vndb.org/sf/50/100350.jpg]NSFW Example Pillory[/url]\n[url=https://s.vndb.org/sf/51/100351.jpg]NSFW Example Stuck[/url]\n[url=https://s.vndb.org/sf/52/100352.jpg]NSFW Example Toilet 1[/url]\n[url=https://s.vndb.org/sf/53/100353.jpg]NSFW Example Toilet 2[/url]"
2539,Genital Piercing,"This visual novel features at least one character with a [url=https://en.wikipedia.org/wiki/Genital_piercing]genital piercing[/url] or [url=https://en.wikipedia.org/wiki/Genital_jewellery]genital jewellery[/url].\n\nGenital piercing is a form of body piercing. It involves piercing a part of the genitalia, thus creating a suitable place for wearing different types of jewellery. Nevertheless, the term may also be used pars pro toto to indicate all body piercings in the area of anus, perineum, genitals and mons pubis, including piercings such as anal, guiche, and pubic that do not involve perforation of genitalia.\nGenital jewellery, also known as sex jewellery and adult jewellery, is jewellery which is designed specifically for wear on or to accentuate the genitals.\n\n[url=https://s.vndb.org/sf/92/100592.jpg]NSFW Pussy Piercing[/url]\n[url=https://s.vndb.org/sf/93/100593.jpg]NSFW Anal Piercing[/url]\n[url=https://s.vndb.org/sf/94/100594.jpg]NSFW Balls Piercing[/url]"
2540,Linked Piercings,"This visual novel features at least one character with linked body piercings.\n\nLinked body piercings are [url=https://vndb.org/g1330]body piercing[/url] linked with each other by a chain or rope. Linked body piercing are commonly used in [url=https://vndb.org/g1117]BDSM[/url] practice. In BDSM community piercings are considered a rite of passage, accepting the pain as pleasure, of the wearer from a stage to another. In hentai usually body piercings and linked piercings mark the final passage from a state of free human being to the one where the wearer accept the fact of being a [url=https://vndb.org/g219]sexual slave[/url].\n\n[url=https://s.vndb.org/sf/42/97942.jpg]NSFW Example Tits/Clitoris 1[/url]\n[url=https://s.vndb.org/sf/41/97941.jpg]NSFW Example Tits/Clitoris 2[/url]\n[url=https://s.vndb.org/sf/43/97943.jpg]NSFW Example Tits[/url]\n[url=https://s.vndb.org/sf/44/97944.jpg]NSFW Example Tits[/url]"
2541,Navel Piercing,"This visual novel features at least one character with a [url=https://en.wikipedia.org/wiki/Navel_piercing]navel piercing[/url].\n\nA navel piercing (also referred to as a belly button piercing or an umbilical dip piercing) is a type of piercing located in, or around, the navel."
2542,Domestic Violence,"This game contains scenes or themes of [url=https://en.wikipedia.org/wiki/Domestic_violence]domestic violence[/url]. This could be physical violence by one character towards a spouse or family member, or other forms of abusive behavior.\n\nThis tag should not be applied to comedic or slapstick violence."
2543,Protagonist's Husband as a Hero,One of the heroes is (or was) the protagonist's [url=https://en.wikipedia.org/wiki/Husband]husband[/url].\n\nA husband is a male lifetime partner in a continuing marital relationship. A husband may also be referred to as a spouse. The terms cease to be applied to such a man only when his marriage has come to an end following a legally recognised divorce or the death of his spouse.
2544,Amnesiac Protagonist,The protagonist of this game suffers from [url=https://en.wikipedia.org/wiki/Amnesia]amnesia[/url].
2548,Sex Involving Furries,"This visual novels features at least one sex scene in which a furry character is participating. This can be between furries or between furries and humans, the tag is applicable in all cases."
2550,Group (4+) Boobjob,The game contains at least one scene that features a group boobjob (by at least 4 characters).\n\nThis is a sexual act in which four or more women rub their boobs against a man's penis.\n\n[url=https://s.vndb.org/sf/13/101213.jpg]NSFW Example[/url]
2551,Muscular Heroine,"A heroine in this game is very muscular. Generally, they are characterized by their buff, large, and rugged body structure that physically makes them look strong and muscular."
2552,Muscular Hero,"A hero in this game is very muscular. Generally, they are characterized by their buff, large, and rugged body structure that physically makes them look strong and muscular.\n\nNOTE: Although the tag may be colloquially accompanied by g1170, 'this' trait itself describes characters only."
2553,Lifeguard Heroine,"One or more of this game's heroines is a [url=https://en.wikipedia.org/wiki/Lifeguard]lifeguard[/url].\n\nA lifeguard is a person who supervises the safety and rescue of swimmers, surfers, and other water sports participants such as in a swimming pool, water park, or beach."
2554,Anal Birth,This game features scenes where at least one of his characters give birth from the anus.\n\nIf the character gives birth to non-humanoids or monsters use this tag in conjunction with [url=https://vndb.org/g1425]Monster Birth[/url].
2555,Maou Heroine,"A heroine of this game is a Maou, a demon queen (or queen of devils etc).\n\nDo note that this tag is only intended for actual demon queens, and not for characters bearing Maou as a title or a nick. The character needs to have fantastic, [url=https://en.wikipedia.org/wiki/Demon]demonic[/url] properties."
2557,Cow Cosplay,"This VN has some of it's characters doing cow [url=https://vndb.org/g783]cosplay[/url] wearing a cow costume or dress.\n\nKey points of cow cosplay are (not all necessary for tag to apply): cow ears (headband, hood, hat, etc...), cow bell around the neck, cow tail, cow paw gloves, a white/black costume (leotard, stocking, gloves, etc...) resembling cow skin.\n\nIn case of sexual roleplay use it in conjuction with [url=https://vndb.org/g1455]petplay[/url].\n\nCow cosplay:\n[url=https://s.vndb.org/sf/76/101276.jpg]Example[/url]\nCow cosplay with sexual petplay:\n[url=https://s.vndb.org/sf/74/101274.jpg]NSFW Example 1[/url]\n[url=https://s.vndb.org/sf/75/101275.jpg]NSFW Example 2[/url]"
2558,Pig Cosplay,"This VN has some of it's characters doing pig [url=https://vndb.org/g783]cosplay[/url] wearing a pig costume or dress.\n\nKey points of pig cosplay are (not all necessary for tag to apply): pig ears (headband, hood, hat, etc...), pig tail, pig paw gloves, a pink costume (leotard, stocking, gloves, etc...) resembling pig skin.\n\nIn case of sexual roleplay use it in conjuction with [url=https://vndb.org/g1455]petplay[/url].\n\nPig cosplay:\n[url=https://s.vndb.org/sf/77/101277.jpg]Example[/url]\nPig cosplay with sexual petplay:\n[url=https://s.vndb.org/sf/79/101279.jpg]NSFW Example 1[/url]\n[url=https://s.vndb.org/sf/78/101278.jpg]NSFW Example 2[/url]"
2559,Dog Cosplay,"This VN has some of it's characters doing dog [url=https://vndb.org/g783]cosplay[/url] wearing a dog costume or dress.\n\nKey points of dog cosplay are (not all necessary for tag to apply): dog ears (headband, hood, hat, etc...), dog tail, dog paw gloves, a dog themed costume (leotard, stocking, gloves, etc...) resembling dog skin.\n\nIn case of sexual roleplay use it in conjuction with [url=https://vndb.org/g1455]petplay[/url].\n\nDog costume:\n[url=https://s.vndb.org/sf/98/101298.jpg]Example[/url]\nDog cosplay with sexual petplay:\n[url=https://s.vndb.org/sf/99/101299.jpg]NSFW Example 1[/url]\n[url=https://s.vndb.org/sf/00/101300.jpg]NSFW Example 2[/url]"
2560,Heroine with Latex,"This game has considerable amount of scenes where one can see characters wearing latex clothings (boots, lingerie, gloves, stockings, masks, etc...) commonly worn during BDSM practices (often by female dominatrix).\n\nLatex rubber as a clothing material is common in fetish fashion and among BDSM practitioners, and is often seen worn at fetish clubs. \n\n[url=https://s.vndb.org/sf/01/101301.jpg]NSFW Example 1[/url]\n[url=https://s.vndb.org/sf/02/101302.jpg]NSFW Example 2[/url]\n[url=https://s.vndb.org/sf/03/101303.jpg]NSFW Example 3[/url]"
2561,Cat Cosplay,"This VN has some of it's characters doing cat [url=https://vndb.org/g783]cosplay[/url] wearing a cat costume or dress.\n\nKey points of cat cosplay are (not all necessary for tag to apply): cat ears (headband, hood, hat, etc...), cat tail, cat paw gloves, a cat themed costume (leotard, stocking, gloves, etc...) resembling cat skin.\n\nIn case of sexual roleplay use it in conjuction with [url=https://vndb.org/g1455]petplay[/url].\n\nCat costume:\n[url=https://s.vndb.org/sf/11/101311.jpg]Example[/url]\nCat cosplay with sexual petplay:\n[url=https://s.vndb.org/sf/12/101312.jpg]NSFW Example 1[/url]\n[url=https://s.vndb.org/sf/13/101313.jpg]NSFW Example 2[/url]"
2562,Heroine with Slave Tattoo (BDSM),"This game features at least one heroine with a [url=https://desade.online/bdsm-tattoo-designs/]slave tattoo (BDSM)[/url].\n\nIn hentai these kind of tattoo are used to emphasize the fact that a character is a submissive slave and ownership of the master and that he should be sexually devoted to him. Common slave tattoo's are: barcodes, hearts, chains, BDSM emblem, etc... Every symbol has is own meaning for example, barcode means property, hearts means that the slave heart belongs to his master, etc...\n\nIn case of a normal tattoo just use [url=https://vndb.org/g1624]tattoo[/url].\n\n[url=https://s.vndb.org/sf/19/101319.jpg]NSFW Barcode Example[/url]\n[url=https://s.vndb.org/sf/21/101321.jpg]NSFW Heart Example[/url]"
2564,Bunnygirl Cosplay,"This VN has some of it's characters doing bunny girl [url=https://vndb.org/g783]cosplay[/url] wearing a bunny dress or bunny/rabbit cosplay wearing a bunny costume. Bunny girl cosplay are far more common in Japan than normal bunny/rabbit cosplay.\n\nKey points of bunny girl cosplay are (not all necessary for tag to apply): bunny kemonomimi headband, bunny tail, cuffs, bowtie, leotard, fishnet or normal pantyhose, high heels.\nKey points of bunny/rabbit cosplay are (not all necessary for tag to apply): bunny ears (headband, hood, hat, etc...), bunny tail, bunny paw gloves, a bunny themed costume (leotard, stocking, gloves, etc...) resembling bunny skin.\n\nIn case of sexual roleplay use it in conjuction with [url=https://vndb.org/g1455]petplay[/url].\n\nBunny girl costume:\n[url=https://s.vndb.org/sf/30/101330.jpg]Example[/url]\nBunny girl cosplay with sexual petplay:\n[url=https://s.vndb.org/sf/31/101331.jpg]NSFW Example 1[/url]\n[url=https://s.vndb.org/sf/32/101332.jpg]NSFW Example 2[/url]"
2566,Erotic Mummification,"This VN contains at least one sexual scene involving a BDSM practice of [url=https://en.wikipedia.org/wiki/Mummification_(BDSM)]mummification[/url] or [url=https://en.wikipedia.org/wiki/Total_enclosure_fetishism]total enclosure fetishism[/url].\n\n1) Mummification - a BDSM bondage practice that involves restraining a living person's body in a non-damaging way by wrapping it head to toe, or neck to toe, in materials like saran wrap, clingfilm, cloth, bandages, rubber strips, duct tape, plaster bandages, bodybags, straitjackets, latex or rubber suits, gas masks. As the name states the end result is a person completely immobilized and looking like an Egyptian mummy. \n2) Total Enclosure Fetishism - a BDSM practice where a person become aroused when having entire body enclosed in a certain way: [url=https://en.wikipedia.org/wiki/Zentai]zentai suit[/url], [url=https://en.wikipedia.org/wiki/Vacuum_bed]vacuum bed[/url], sleepsack, body bags.\n\nThese practices tend to achieve [url=https://en.wikipedia.org/wiki/Sensory_deprivation]sensory deprivation[/url]: a mix of total bodily helplessness, claustrophobia and pleasure.  Some body parts like mouth, penis, vagina can be left out from the wrappings or enclosure so they can be stimulated by the master to achieve maxed out sensations through optional [url=https://en.wikipedia.org/wiki/Sensation_play]sensation play[/url].\n\n[url=https://s.vndb.org/sf/38/101338.jpg]NSFW Latex Bodysuit Mummification[/url]\n[url=https://s.vndb.org/sf/40/101340.jpg]NSFW Tape Mummification[/url]\n[url=https://s.vndb.org/sf/39/101339.jpg]NSFW Bed Enclosure 1[/url]\n[url=https://s.vndb.org/sf/37/101337.jpg]NSFW Bed Enclosure 2[/url]"
2569,Space Pirate Heroine,"At least one heroine in this story is a [url=https://en.wikipedia.org/wiki/Space_pirate]space pirate[/url].\n\nSpace pirates operate as pirates in outer space and travel by spacecraft, as opposed to the more traditional pirates on the high seas of Earth, who travel by ship. However, just as traditional seafaring pirates target sailing ships, space pirates serve a similar role in sci-fi media: they capture and plunder spacecraft for cargo, loot and occasionally they steal the entire spacecraft itself, and kill the crewmembers."
2570,Feminization,"The protagonist or one of the heroes in this story starts as a male but has his lifestyle modified into that of a trap/crossdresser by his own choice or by sexual training, either consensual or not. The key point of this tag is not about appearance but it is about taking on tasks, behaviours and roles that are overtly feminine, and adopt female mannerisms and postures.\n\nAll of that usually ends up in cross-dressing, especially in the clothes related to a traditional submissive female role, such as schoolgirl, secretary or a maid. Surgical intervention and/or sex change might eventually occur, but is not a requirement.\n\nWhere feminization is forced, it also usually leads to erotic humiliation, corporal punishment and cuckolding.\n\nWhat NOT to consider feminization:\n- VN where a character wakes up in a girl's body or he magically gender bends\n- VN where a character disguises as a cross-dresser for various purposes, like infiltrating an all-girl school\n- VN where the character is transgender and assumes feminine role as part of their transitioning\n\nAn example of a VN about feminization is (NSFW): v19290.\n\nIf in doubt if the tag applies, note that Feminization is a fetish and thus is employed for the gratification of either feminizee or the feminizer."
2571,Hero in Relationship with Other(s),"At least one of the heroes of this visual novel is already committed to a romantic relationship as the story starts, or does so at the very early stages of the story. Do not use this tag for relationship with the protagonist, only for relationships with other characters.\n\nDuring his route he may break up with his current partner and get together with the protagonist. However, he may also stay in his current relationship - then the protagonist may become his lover, or they can just stay as friends."
2572,Impregnation by Others,This game contains scenes where a character becomes impregnated by characters different from the protagonist.
