trait_id,trait_name,trait_alias,description
2947,Non-blood-related Cousin,Step Cousin,"This character is a [url=https://en.wikipedia.org/wiki/Cousin]cousin[/url] but who does not share kinship ties, either because of an [url=https://en.wikipedia.org/wiki/Adoption]adoption[/url] or by [url=https://en.wikipedia.org/wiki/Remarriage]remarriage[/url]."
2948,Girls' Love Fan,Lily Fan\nYuri Fan\nGL Fan,"This character is a part of [url=https://en.wikipedia.org/wiki/Yuri_(genre)]yuri fandom[/url]. Yuri fandom refers to people with obsessive interest in anime, manga and novels that feature romantic relationships between girls (is sometimes called shōjo-ai by Western fandom)."
2949,Poncho,Rain Poncho,A [url=https://en.wikipedia.org/wiki/Poncho]poncho[/url] is an outer garment designed to keep the body warm. A rain poncho is made from a watertight material designed to keep the body dry from the rain. Ponchos have been used by the Native American peoples of the Andes and are now considered typical South American garments.
2952,Twin Bodyjob,,"A twin bodyjob is performed on this character. Apply [url=/i2953]i2953[/url] to the performing characters.\n\nA bodyjob is a non-penetrative sexual act witch involves the rubbing of the whole body against the penis of another person. For this to be even possible there should be remarkable size difference between the characters involved.\nPossible example of bodyjobs can be a tiny fairy rubbing the body against the penis of a normal person, or a normal girl rubbing the body against the penis of a giant. This sexual act is most of the time represented as if the performer of the bodyjob is trying to hug the penis of the receiver.\n\nThis kind of sexual act is considered to be one of many examples of [url=https://vndb.org/g1405]macrophilia[/url].\n\nA twin bodyjob is a bodyjob performed by two people at the same time on a single person.\n\n[url=https://s.vndb.org/sf/86/124086.jpg]NSFW Example[/url]"
2953,Twin Bodyjob,,"This character is one of the performers of a twin bodyjob. Apply [url=/i2952]i2952[/url] to the receiving characters.\n\nA bodyjob is a non-penetrative sexual act witch involves the rubbing of the whole body against the penis of another person. For this to be even possible there should be remarkable size difference between the characters involved.\nPossible example of bodyjobs can be a tiny fairy rubbing the body against the penis of a normal person, or a normal girl rubbing the body against the penis of a giant. This sexual act is most of the time represented as if the performer of the bodyjob is trying to hug the penis of the receiver.\n\nThis kind of sexual act is considered to be one of many examples of [url=https://vndb.org/g1405]macrophilia[/url].\n\nA twin bodyjob is a bodyjob performed by two people at the same time on a single person.\n\n[url=https://s.vndb.org/sf/86/124086.jpg]NSFW Example[/url]"
2954,Teeth,,This is a meta trait to group all the teeth related traits.
2955,Genitals,,This is a meta trait to group all the genitals related traits.
2956,School Committee President,,This character is a president of a school committee.
2957,E-Friend,Virtual Friend\nCyber Friend\nOnline Friend,"This character is a [url=https://en.wikipedia.org/wiki/Friendship]friend[/url] but its relationship is taking place exclusively in [url=https://en.wikipedia.org/wiki/Cyberspace]cyberspace[/url]. \n\nDepending on the context, an E-Friend may become an ""[url=https://en.wikipedia.org/wiki/Real_life]IRL[/url] friend"" as a result of a deliberate or hazardous encounter."
2958,Nymph,nereid,"This character is a [url=https://en.wikipedia.org/wiki/Nymph]nymph[/url].\n\nNymphs are divine spirits who animate or maintain Nature for the environments where they live, and are usually depicted as beautiful, young graceful maidens. The name nymph literally means Bride. Although nymphs do not age and can live for a very long time, this does not mean they are immortal."
2959,Atai,,"This character uses ""atai"", one of the [url=https://en.wikipedia.org/wiki/Japanese_pronouns]Japanese pronouns for ""I""[/url], to address themselves.\n\n""Atai"" is a more informal variant of ""atashi"" used by women to address themselves."
2960,Pole Dancing,,"This character engages in [url=https://en.wikipedia.org/wiki/Pole_dance]pole dancing[/url].\n\nPole dance is a performance art that combines dance and acrobatics centered on a vertical pole. It consists of the dancer using their upper body strength and flexibility to motion around the pole with fitness and using muscular endurance to hang on the pole and suspend themselves in the air.\n\nPole dancing is usually associated in gentlemen's clubs and erotic dances such as strip clubs. However, pole dancing as exercise and recreational activity also exists, used both as aerobic and anaerobic workout.\n\nThe trait can be used in tandem with [url=/i1575]Striptease[/url] where applicable, however these traits do not necessarily always go together, as pole dancing can be performed without stripping and vice versa."
2961,Zipper Dress,,This type of dress has a zipper at the front or the back of the dress. Use the trait only where the zipper goes down the full length (or most of it) of the garment. Don't use it for dresses that only have a small zipper to aid the wearer.\n\n[url=https://s2.vndb.org/sf/12/131712.jpg]Example 1[/url]\n[url=https://s2.vndb.org/sf/13/131713.jpg]Example 2[/url]
2965,Group Sex Participants,,This is a meta trait to contain all of the traits that define the participants of a group sex activity.
2966,Group Sex of One Female and Several Males,,"This character partakes in a group sex scene in which multiple male partners have sex with a single female. This trait does NOT have a ""Subject of"" counterpart and should be used on all characters partaking in the act, regardless of who penetrates whom."
2967,Group Sex of One Male and Several Females,,"This character partakes in a group sex scene in which multiple female partners have sex with a single male. This trait does NOT have a ""Subject of"" counterpart and should be used on all characters partaking in the act, regardless of who penetrates whom."
2968,Group Sex of Multiple Females and Males,Orgy,"This character partakes in a group sex scene in which multiple male  and female partners have sex with each other. This trait does NOT have a ""Subject of"" counterpart and should be used on all characters partaking in the act, regardless of who penetrates whom."
2969,Group Sex of Several Females,Lesbian Orgy\nYuri Orgy,"This character partakes in a group sex scene in which multiple female partners have sex with one another. This trait does NOT have a ""Subject of"" counterpart and should be used on all characters partaking in the act, regardless of who penetrates whom."
2970,Group Sex of Several Males,Yaoi Orgy\nBara Orgy\nGay Orgy,"This character partakes in a group sex scene in which multiple male partners have sex with one another. This trait does NOT have a ""Subject of"" counterpart and should be used on all characters partaking in the act, regardless of who penetrates whom."
2971,Consensual Group Sex of One Female and Several Males,,"This character partakes in a group sex scene in which multiple male partners have sex with a single female. This trait does NOT have a ""Subject of"" counterpart and should be used on all characters partaking in the act, regardless of who penetrates whom.\n\nBoth the female and male participants need to be willing, though enjoying the situation and its results isn't necessary. Personality changes like turning into a willing sex slave by excessive rape, hypnotism, aphrodisiacs, etc. don't count."
2972,Kyujutsu,Kyūjutsu\nKyūdō\nkyūdōka\n弓術,"Kyūjutsu is the traditional Japanese martial art of wielding a bow as practiced by the samurai class of feudal Japan. Kyūjutsu was actually considered a more vital skill for a significant portion of Japanese history. The bow was almost exclusively the symbol of the professional warrior, and way of life of the warrior was referred to as ""the way of the horse and bow. \n\nKyūdō is the Japanese martial art of archery. Kyūdō is based on kyūjutsu."
2973,Panty Gag,,This character is gagged using panties.\n\n[url=https://s2.vndb.org/sf/78/125378.jpg]NSFW Example[/url]
2974,Ornament Hanging from Clothes,Jewellery Hanging from Clothes\nJewelry Hanging from Clothes\nPendant Clothes Jewellery\nPendant Clothes Jewelry,This character has one or more items of [url=https://en.wikipedia.org/wiki/Pendant]pendant jewellery[/url] dangling from their clothing.\n\nNot to be confused with i920 or i1005 as the pendant is not linked to a necklace or earring but instead hangs from other articles of clothing worn around the body. Example: c10553
2975,Present in Flashbacks Only,,This character is only present in the story as part of someone else's memories of the past. In the present time they are either absent for some reason or already dead.
2976,School Kyudo Club President,School Kyudo Club Chairman\nSchool Kyudo Club Chancellor\nLeader of School Kyudo Club\nSchool Kyudo Club Director,This character is the leader of a student club.\n\nA school kyudo club president leads the members of the student club in day to day training and prepares them for competitions.
2977,School Kyudo Club Member,,"This character is a member of an Kyudo club associated with a school.\n\nA school sports club is a administration-approved student-based school organization focusing on a selected sport. Kyudo is the art, practice, or skill of self-improvement.\n\nKyudo is more of a meditative Zen exercise than simply shooting a bow to hit a target, and the point is to perform its steps and movements perfectly and exactly, while bringing your mind to focus, what you are doing, and nothing else, in a clear and alert, but relaxed and flowing state"
2978,Manga,manga\n漫画,"Manga are comics or graphic novels created in Japan or by creators in the Japanese language, conforming to a style developed in Japan in the late 19th century. They have a long and complex pre-history in earlier Japanese art. Manga are made by Mangaka"
2979,Bondage Fist Mitts,Paw Fist Mitts\nBondage Mittens,This character wears fist mitts. \n\nFist mitts are a piece of bondage equipment used to restrain movement. \nFist mitts can look like animal paws and are normally used during a [url=https://vndb.org/i1370]pet play[/url] bondage scene.\nPaw fist mitts differs from [url=https://vndb.org/i1780]paw gloves[/url] in:\n - material: paw fist mitts are made of leather or latex\n - purpose: paw fist mitts are used to restrain during bondage\n\n[url=https://s2.vndb.org/sf/42/125242.jpg]Example Fist Mitts[/url]\n[url=https://s2.vndb.org/sf/44/125244.jpg]NSFW Example 2 Fist Mitts[/url]\n[url=https://s2.vndb.org/sf/43/125243.jpg]NSFW Example Paw Fist Mitts[/url]
2980,Shamisen,Samisen\nSangen\n三味線\n三絃,The [url=https://en.wikipedia.org/wiki/Shamisen]shamisen[/url] is a three-stringed traditional Japanese musical instrument.
2981,Hair Pulling (Sexual),,This character engages in hair pulling during a sexual scene. Apply i2982 to the receiving character.\n\nHair pulling is the act of pull hair deliberately for the sexual arousal or gratification of either or both parties.\nThe performer of the act is directly connected to the concept of [url=https://en.wikipedia.org/wiki/Male_dominance_(BDSM)]domination[/url] while the receiver is connected to masochism.\n\n[url=https://s2.vndb.org/sf/46/125246.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/47/125247.jpg]NSFW Example 2[/url]\n[url=https://s2.vndb.org/sf/45/125245.jpg]NSFW Example 3[/url]
2982,Hair Pulling (Sexual),,This character is subject of hair pulling during a sexual scene. Apply i2981 to the performing character.\n\nHair pulling is the act of pull hair deliberately for the sexual arousal or gratification of either or both parties.\nThe performer of the act is directly connected to the concept of [url=https://en.wikipedia.org/wiki/Male_dominance_(BDSM)]domination[/url] while the receiver is connected to masochism.\n\n[url=https://s2.vndb.org/sf/46/125246.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/47/125247.jpg]NSFW Example 2[/url]\n[url=https://s2.vndb.org/sf/45/125245.jpg]NSFW Example 3[/url]
2983,Single Hole Multiple Tentacle Penetration,,This character has a single hole penetrated by two or more tentacles at the same time.\n\n[url=https://s.vndb.org/sf/46/90746.jpg]NSFW Example 1[/url]\n[url=https://s.vndb.org/sf/47/90747.jpg]NSFW Example 2[/url]
2984,Single Hole Multiple Objects Insertion,Multiple Objects In One Hole,"This character is subject of single hole multiple objects insertion.\n\nSingle hole multiple objects insertion consist in the insertion of more than one object (for example, multiple vibrators, pens, etc.) into a single hole of a person.\n\n[url=https://s.vndb.org/sf/24/90724.jpg]NSFW Example 1[/url]\n[url=https://s.vndb.org/sf/25/90725.jpg]NSFW Example 2[/url]"
2985,Single Hole Double Penetration (Group Sex),Single Hole DP\ndouble stuffing,"This character is one of the characters performing a single hole double penetration. Apply i1974 to the character being penetrated.\n\nSingle hole double penetration (aka double penetration) is a group sexual act performed by three people, two of them penetrate at the same time with their penis the same hole (anus or vagina) of a third person.\n\n[url=https://s.vndb.org/sf/64/89164.jpg]NSFW Vagina Example[/url]\n[url=https://s.vndb.org/sf/63/89163.jpg]NSFW Anus Example[/url]"
2986,Drill Dildo,Drill Vibrator\nDrilldo,"This character is penetrated or otherwise sexually teased by a drill dildo.\n\nA drill dildo, as the name already suggest, is a drill that has a dildo or vibrator mounted on top instead of the drill bit.\n\n[url=https://s2.vndb.org/sf/48/125248.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/49/125249.jpg]NSFW Example 2[/url]"
2987,Anal Gaping,,"This character engages in anal gaping. Anal gaping is the act of showing the anus visibly stretched, often caused by large insertions or fisting. Gaping can also be achieved by anal stretchers, specula or sexual toys.\n\nDo not confuse this trait with i2099 where the anus is not just stretched out anal walls distend out of the anus.\n\nIn case of gaping achieved with speculum use this trait in conjunction with i1982.\n\n[url=https://s.vndb.org/sf/54/94254.jpg]NSFW Example 1[/url]\n[url=https://s.vndb.org/sf/50/94250.jpg]NSFW Example 2[/url]\n[url=https://s.vndb.org/sf/51/94251.jpg]NSFW Example 1 Anal Stretchers[/url]\n[url=https://s.vndb.org/sf/53/94253.jpg]NSFW Example 2 Anal Stretchers[/url]"
2989,Fire Torture,,This character is subjected to torture using fire.\n\nFire is used to burn the skin and body of a character with the intention of hurting him.\n\n[url=https://s2.vndb.org/sf/52/125252.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/53/125253.jpg]NSFW Example 2[/url]
2990,Fire Torture,,This character uses fire to torture someone.\n\nFire is used to burn the skin and body of a character with the intention of hurting him.\n\n[url=https://s2.vndb.org/sf/52/125252.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/53/125253.jpg]NSFW Example 2[/url]
2991,Spreader Straps with Clamps,Pussy Spreader\nAnal Spreader,Spreader Straps are leather straps with clamps used to dilate vagina or anus an to keep it open in order to achieve i2166 or i2987.\n\n[url=https://s2.vndb.org/sf/55/125255.jpg]NSFW Pussy Spreader 1[/url]\n[url=https://s2.vndb.org/sf/54/125254.jpg]NSFW Pussy Spreader 2[/url]\n[url=https://s.vndb.org/sf/51/94251.jpg]NSFW Anal Spreader[/url]
2992,Electrostimulator (Sexual),EMS Device\nElectromyostimulation\nErotic Electrostimulation\nE-stim,"This character is subject of sexual electrostimulation by using an [url=https://en.wikipedia.org/wiki/Electrical_muscle_stimulation]electrostimulator[/url] device.\n \nElectrostimulation, is the elicitation of muscle contraction using electric impulses. This is achieved by attaching electrodes from the device to the skin and muscle while the device sends electrical currents to them.\nTo achieve sexual gratification the electrodes  are attached to erogenous zones.\n\n[url=https://s2.vndb.org/sf/57/125257.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/56/125256.jpg]NSFW Example 2[/url]"
2993,Vaginal Pump,Clitoral Pump,"This character use a [url=https://en.wikipedia.org/wiki/Clitoral_pump]vaginal or clitoral pump[/url] during a sexual scene. \n\nA clitoral or vaginal pump is a sex toy designed for women's pleasure creating suction and increase blood flow to the genitals. A clitoral pump may be used on the clitoris, clitoral hood, labia or the entire genital area. \n\n[url=https://s2.vndb.org/sf/50/125250.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/51/125251.jpg]NSFW Example 2[/url]"
2994,Open Gag,Ring Gag\nTube Gag\nSpider Gag,"This character wears an [url=https://en.wikipedia.org/wiki/Gag_(BDSM)]open gag[/url]. Open gags allows access to the mouth and oral sex may be performed if the hole or space is big enough. \n\nSome kind of open gag are: ring gag, tube gag and spider gag.\nIn case of ball gags or gags that doesn't allow access to the mouth use [url=https://vndb.org/i1080]gag[/url]. If panty are used to gag just use [url=https://vndb.org/i2973]panty gag[/url].  \n\n[url=https://s2.vndb.org/sf/65/125265.jpg]NSFW Open Gag 1[/url]\n[url=https://s2.vndb.org/sf/61/125261.jpg]NSFW Open Gag 2[/url]\n[url=https://s2.vndb.org/sf/66/125266.jpg]NSFW Tube Gag[/url]\n[url=https://s2.vndb.org/sf/67/125267.jpg]NSFW Ring Gag[/url]"
2995,Leather Bondage,Rubber Bondage,"This character engages in leather bondage in a sex scene. Apply this trait to the unrestrained character(s) and apply i2996 to the restrained character(s).\n\nLeather bondage is bondage involving the use of straps and belts made of leather to restrict movement, wrap, suspend, or restrain a person, as part of BDSM activities.\n\n[url=https://s2.vndb.org/sf/63/125263.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/64/125264.jpg]NSFW Example 2[/url]\n[url=https://s2.vndb.org/sf/44/125244.jpg]NSFW Example 3[/url]"
2996,Leather Bondage,Rubber Bondage,"This character is subject to leather bondage in a sex scene. Apply this trait to the restrained character(s) and apply i2995 to the unrestrained character(s).\n\nLeather bondage is bondage involving the use of straps and belts made of leather to restrict movement, wrap, suspend, or restrain a person, as part of BDSM activities.\n\n[url=https://s2.vndb.org/sf/63/125263.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/64/125264.jpg]NSFW Example 2[/url]\n[url=https://s2.vndb.org/sf/44/125244.jpg]NSFW Example 3[/url]"
2997,Metal Bondage,Chain Bondage\nShackles Bondage,"This character engages in metal bondage in a sex scene. Apply this trait to the unrestrained character(s) and apply ixxx to the restrained character(s).\n\n[url=https://en.wikipedia.org/wiki/Metal_bondage]Metal bondage[/url] is bondage involving the use of chains, shackles and metal handcuffs to restrict movement, wrap, suspend, or restrain a person, as part of BDSM activities.\n\n[url=https://s2.vndb.org/sf/19/125319.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/21/125321.jpg]NSFW Example 2[/url]\n[url=https://s2.vndb.org/sf/20/125320.jpg]NSFW Example 3[/url]"
2998,Metal Bondage,Chain Bondage\nShackles Bondage,"This character is subject to metal bondage in a sex scene. Apply this trait to the restrained character(s) and apply i2997 to the unrestrained character(s).\n\n[url=https://en.wikipedia.org/wiki/Metal_bondage]Metal bondage[/url] is bondage involving the use of chains, shackles and metal handcuffs to restrict movement, wrap, suspend, or restrain a person, as part of BDSM activities.\n\nNOTE 1: In case of a single chain, attached to a collar, used as a leash just use [url=https://vndb.org/i1370]petplay[/url].\nNOTE 2: In case of handcuffed sex use it in conjuction with i1194.\n\n[url=https://s2.vndb.org/sf/19/125319.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/21/125321.jpg]NSFW Example 2[/url]\n[url=https://s2.vndb.org/sf/20/125320.jpg]NSFW Example 3[/url]"
2999,Vaginal Grapeshot,Vaginal Objects Explosion,This character engages in vaginal grapeshot.\n\nVaginal grapeshot is the act of expelling at once from the vagina lots of little object previously inserted. The name derives from the grapeshot bomb since vaginal grapeshot is depicted in a way similar to a grapeshot bomb explosion.\n\n[url=https://s2.vndb.org/sf/22/125322.jpg]NSFW Example[/url]
3000,Linked Clamps,Chained Clamps,This character wears linked or chained [url=https://vndb.org/i1662]clamps[/url].\n\nLinked or chained clamps are clamps linked with each other by a chain or rope. Linked clamps are commonly used in BDSM practice.\n\nIn case of linked piercing just use i2260.\n\n[url=https://s2.vndb.org/sf/27/125327.jpg]Example 1[/url] \n[url=https://s2.vndb.org/sf/28/125328.jpg]NSFW Example 2[/url]\n[url=https://s2.vndb.org/sf/26/125326.jpg]NSFW Example 3[/url]
3001,Sex in Photo Booth,Sex in Parikura\nSex in Photo Sticker Booth,"This character has sex in a [url=https://en.wikipedia.org/wiki/Photo_booth]photo boot[/url].\n\nPhoto booths are used mainly for passport or documents photos.\nPhoto sticker booths or photo sticker machines instead originated from Japan and they are a special type of photo booth that produce photo stickers that can be decorated with a variety of effects, stickers, borders, and writing. \nStill maintaining huge popularity in Japan.\n\n[url=https://s2.vndb.org/sf/23/125323.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/24/125324.jpg]NSFW Example 2[/url]\n[url=https://s2.vndb.org/sf/25/125325.jpg]NSFW Example 3[/url]"
3003,Vaginal + Anal Fisting,Multiple Fist Penetration\nMultiple Fisting Penetration\nDouble Fisting\nAnal + Vaginal Fisting,This character is being fisted anally and vaginally at the same time.\n\n[url=https://s2.vndb.org/sf/82/125382.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/81/125381.jpg]NSFW Example 2[/url]
3004,Bondage Weights,BDSM Weights,"This character is involved in sexual activities involving the use of bondage weights.\n\nBondage weights are weights that gets attached to different body parts or devices (like clamps, shackles, etc...) to emphasize the pain or pleasure of the wearer.\nCommon examples are bondage weights used to apply more pressure against objects (wooden horse for example) or used to stretch nipples or balls.\n\nBondage weights used to apply pressure against objects: \n[url=https://s2.vndb.org/sf/73/125473.jpg]NSFW Example 1[/url], [url=https://s2.vndb.org/sf/70/125470.jpg]NSFW Example 2[/url] \n\nBondage weights used to stretch body parts:\n[url=https://s2.vndb.org/sf/71/125471.jpg]NSFW Tits Example[/url], [url=https://s2.vndb.org/sf/72/125472.jpg]NSFW Balls Example[/url]"
3005,Gang Bang,Gangbang,"This character is the central focus receiver of a [url=https://en.wikipedia.org/wiki/Gang_bang]gang bang[/url]. \n\nA gang bang or gangbang is a situation in which several people engage in physical sexual activity with one particular individual sequentially or at the same time. Normally, there is a single individual who is the central focus of the sexual activity; for example, one man or woman surrounded by several men or women.\nRather than serial couplings by two people, the gang bang is defined by the number and simultaneity of the various sex acts, such as vaginal, anal or oral sex or double penetration.\n\nGang bangs are not defined by the precise number of participants, but usually involve more than three people and may involve a dozen or more.\n\nGang bangs also differ from group sex, such as threesomes and foursomes, in that most (if not all) sexual acts during a gang bang are centered on or performed with just the central person.\n\n[url=https://s2.vndb.org/sf/98/125498.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/97/125497.jpg]NSFW Example 2[/url]"
3006,Chibi Only,Super Deformed\nちび\nチビ,"[url=https://en.wikipedia.org/wiki/Chibi_(slang)]Chibi[/url] is a style of caricature where characters are drawn in an exaggerated way. Typically these characters are small and chubby, with stubby limbs and oversized heads to make them resemble children.\n\nUse this trait on characters that are ONLY depicted in this style. Do NOT use it on characters that have normal artwork, but are ""chibified"" in some scenes for comedic purposes."
3007,Footjob on Multiple Penises,,This character performs a double footjob.\n\nA double [url=https://vndb.org/i606]footjob[/url] is a group non-penetrative sexual act where a single person use each one of his feet to perform a footjob on two different penises.\nA double footjob MUST not be confused with a [url=https://vndb.org/i1920]twin footjob[/url] which is a group non-penetrative sexual act where two people use their feet to perform a footjob on a single penis.\n\n[url=https://s.vndb.org/sf/09/90809.jpg]NSFW Example 1[/url]\n[url=https://s.vndb.org/sf/08/90808.jpg]NSFW Example 2[/url]
3008,Gradient Colored Hair,Ombré,"This character has [url=https://en.wikipedia.org/wiki/Ombr%C3%A9]ombré[/url] hair.\n\nOmbré is the gradual blending of one color hue to another, usually moving tints and shades from light to dark.\n\n[url=https://s2.vndb.org/ch/96/21796.jpg]Example 1[/url]\n[url=https://s2.vndb.org/ch/37/12637.jpg]Example 2[/url]\n[url=https://s2.vndb.org/ch/10/63910.jpg]Example 3[/url]"
3009,Vaginal + Anal Tentacle Penetration,Multiple Tentacle Penetration\nDouble Tentacle Penetration\nAnal + Vaginal Tentacle Penetration\nVaginal + Anal Tentacle Insertion\nAnal + Vaginal Tentacle Insertion,This character is being penetrated anally and vaginally at the same time by tentacles.\n\n[url=https://s2.vndb.org/sf/57/125657.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/59/125659.jpg]NSFW Example 2[/url]\n[url=https://s2.vndb.org/sf/61/125661.jpg]NSFW Example 3[/url]
3010,Vaginal + Anal Object Insertion,Multiple Object Insertion\nDouble Object Insertion\nVaginal + Anal Object Penetration\nAnal + Vaginal Object Penetration\nAnal + Vaginal Object Insertion,This character has objects inserted in his anus and vagina at the same time.\n\n[url=https://s2.vndb.org/sf/58/125658.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/60/125660.jpg]NSFW Example 2[/url]\n[url=https://s2.vndb.org/sf/56/125656.jpg]NSFW Example 3[/url]
3012,Group (4+) Handjob,Group Handjob\nMulti Handjob,A group handjob (by at least 4 characters) is performed on this character. Apply i3013 to the performing characters.\n\n[url=https://s2.vndb.org/sf/71/125771.jpg]NSFW Example[/url]
3013,Group (4+) Handjob,Group Handjob\nMulti Handjob,This character is one of the performers of a group handjob (by at least 4 characters). Apply i3012 to the receiving character.\n\n[url=https://s2.vndb.org/sf/71/125771.jpg]NSFW Example[/url]
3014,Latex Thigh-high Stockings,Latex Hold-ups\nLatex Stay-ups\nLatex Thigh High Stockings,This character wears latex [url=https://en.wikipedia.org/wiki/Hold-ups]thigh-highs[/url].\n\nLatex thigh-high stockings are commonly worn during a [url=https://vndb.org/g718]Female Domination[/url] sexual scene by [url=https://vndb.org/i2556]dominatrix[/url] or during a [url=https://vndb.org/i1876]BDSM[/url] sexual scene.\n\n[url=https://s2.vndb.org/sf/82/125782.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/83/125783.jpg]NSFW Example 2[/url]\n[url=https://s2.vndb.org/sf/85/125785.jpg]NSFW Example 3[/url]
3015,Patterned Thigh-high Stockings,Printed Thigh High Stockings\nPrinted Thigh-high Stockings\nPatterned Thigh High Stockings\nPainted Thigh-high Stockings\nPainted Thigh High Stockings,"This character wears printed, painted or patterned [url=https://en.wikipedia.org/wiki/Hold-ups]thigh-highs[/url].\n\nCommon examples are:\n - striped or vertical line thigh-highs stockings\n - fantasy, carnival or Halloween themed stockings\n - animal theme thigh-highs stockings\n - etc...\n\n[url=https://s2.vndb.org/sf/86/125786.jpg]Example Striped[/url]\n[url=https://s2.vndb.org/sf/90/125790.jpg]NSFW Example Vertical Lines[/url]\n[url=https://s2.vndb.org/sf/84/125784.jpg]NSFW Example Animal Theme[/url]"
3016,Lace Band Thigh-high Stockings,Lace Band Thigh High Stockings\nBand Thigh-high Stockings\nBand Thigh High Stockings,"This character wears [url=https://en.wikipedia.org/wiki/Hold-ups]thigh-highs[/url] with a visible elastic band or lace band.\n\nIf the stockings are held up with a garter belt, use i186 instead of this trait.\n\n[url=https://s2.vndb.org/sf/91/125791.jpg]NSFW Example Lace Band[/url] \n[url=https://s2.vndb.org/sf/89/125789.jpg]NSFW Example Black Band 1[/url]\n[url=https://s2.vndb.org/sf/87/125787.jpg]NSFW Example Black Band 2[/url]\n[url=https://s2.vndb.org/sf/88/125788.jpg]NSFW Example White Band[/url]"
3017,Garter Corset,Garter Bustier\nSuspenders Corset\nSuspenders Bustier\nCorset with Garter Straps\nCorset with Suspenders,This character wears a [url=https://vndb.org/i895]corset[/url] with integrated garters (suspenders).\n\nGarter belt stockings can be attached directly to the corset integrated suspenders without the use of an external garter belt.\n\n[url=https://s.vndb.org/sf/64/104164.jpg]NSFW Example 1[/url]\n[url=https://s.vndb.org/sf/60/104160.jpg]NSFW Example 2[/url]\n[url=https://s.vndb.org/sf/65/104165.jpg]NSFW Example 3[/url]
3018,Stuck in Meatwall,Tentacle Wall\nTentacle Floor\nStuck in Meat-wall,This character is restrained in an organic wall or floor.\n\nThe parts restrained could be absorbed (temporarily or permanently) by the material or not.\n\nIt doesn't necessarily have to involve sex.\n\n[url=https://s2.vndb.org/sf/93/125793.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/94/125794.jpg]NSFW Example 2[/url]\n[url=https://s2.vndb.org/sf/92/125792.jpg]NSFW Example 3[/url]
3019,Garter Cupless Corset,Garter Open Cup Corset\nSuspenders Cupless Corset\nSuspenders Open Cup Corset\nGarter Waist Cinchers\nSuspenders Waist Cinchers,This character wears a [url=https://vndb.org/i1981]cupless corset[/url] with integrated garters (suspenders).\n\nGarter belt stockings can be attached directly to the corset integrated suspenders without the use of an external garter belt.\n\n[url=https://s2.vndb.org/sf/29/125829.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/30/125830.jpg]NSFW Example 2[/url]
3020,Sex in Karaoke Box,Sex in Karaoke Room,"This character has sex in a [url=https://en.wikipedia.org/wiki/Karaoke_box]karaoke box[/url] or room.\n\nKaraoke boxes consist of multiple rooms containing karaoke equipment, usually rented out for time periods. A typical karaoke box establishment contains 10–20 (or more) such rooms as well as a main karaoke bar area in the front. Karaoke box establishments often sell refreshments.\nKaraoke boxes are usually composed of karaoke equipment, couches, a table and a telephone used to extend rental time.\nKaraoke boxes have huge popularity in Japan.\n\n[url=https://s2.vndb.org/sf/27/125827.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/26/125826.jpg]NSFW Example 2[/url]\n[url=https://s2.vndb.org/sf/25/125825.jpg]NSFW Example 3[/url]"
3021,Latex Thigh-high Boots,Latex Thigh High Boots\nLatex Thigh-length Boots,This character wears latex [url=https://vndb.org/i180]thigh-high boots[/url].\n\nLatex thigh-high boots are commonly worn during a [url=https://vndb.org/g718]Female Domination[/url] sexual scene by [url=https://vndb.org/i2556]dominatrix[/url] or during a [url=https://vndb.org/i1876]BDSM[/url] sexual scene.\n\n[url=https://s2.vndb.org/sf/28/125828.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/24/125824.jpg]NSFW Example 2[/url]\n[url=https://s2.vndb.org/sf/23/125823.jpg]NSFW Example 3[/url]
